(495, 30)
(126, 345)
(213, 146)
(38, 243)
(473, 52)
(64, 128)
(627, 369)
(285, 142)
(443, 372)
(264, 217)
(334, 205)
(553, 361)
(167, 445)
(87, 463)
(634, 463)
(556, 221)
(54, 162)
(634, 209)
(293, 229)
(596, 366)
(302, 227)
(659, 383)
(246, 384)
(675, 122)
(663, 399)
(120, 138)
(633, 77)
(540, 361)
(551, 126)
(180, 165)
(252, 268)
(113, 213)
(433, 259)
(39, 383)
(567, 206)
(573, 391)
(553, 62)
(33, 161)
(674, 379)
(23, 63)
(18, 155)
(669, 386)
(232, 441)
(91, 155)
(183, 152)
(330, 365)
(32, 392)
(162, 462)
(652, 83)
(692, 278)
(8, 304)
(502, 195)
(643, 339)
(665, 151)
(531, 318)
(590, 152)
(560, 49)
(14, 366)
(642, 315)
(120, 210)
(349, 142)
(659, 177)
(246, 375)
(13, 145)
(245, 446)
(601, 90)
(259, 396)
(214, 224)
