(548, 242)
(175, 315)
(428, 258)
(208, 363)
(396, 245)
(613, 253)
(250, 197)
(585, 224)
(3, 128)
(648, 491)
(375, 196)
(470, 254)
(645, 377)
(681, 15)
(118, 290)
(43, 405)
(315, 398)
(441, 337)
(485, 47)
(11, 256)
(689, 305)
(388, 389)
(607, 452)
(676, 510)
(334, 342)
(436, 489)
(410, 210)
(309, 184)
(202, 98)
(43, 469)
(50, 241)
(614, 429)
(318, 28)
(42, 75)
(463, 172)
(520, 458)
(662, 137)
(89, 213)
(646, 487)
(315, 247)
(125, 24)
(205, 500)
(430, 327)
(247, 424)
(285, 408)
(582, 374)
(278, 230)
(528, 328)
(196, 465)
(68, 201)
(316, 45)
(133, 511)
