(184, 387)
(67, 80)
(696, 401)
(222, 169)
(438, 55)
(319, 389)
(675, 235)
(213, 391)
(105, 252)
(108, 226)
(87, 336)
(152, 160)
(319, 419)
(636, 48)
(278, 106)
(216, 367)
(353, 291)
(449, 396)
(616, 125)
(131, 279)
(477, 292)
(656, 106)
(585, 11)
(187, 282)
(470, 391)
(288, 247)
(462, 365)
(493, 299)
(569, 132)
(154, 137)
(126, 247)
(59, 184)
(410, 292)
(168, 331)
(245, 358)
(591, 120)
(69, 162)
(153, 288)
(560, 50)
(513, 423)
(235, 443)
(654, 424)
(237, 191)
(244, 228)
(647, 190)
(277, 69)
(676, 318)
(493, 347)
(55, 455)
(371, 156)
(177, 270)
(256, 276)
