(469, 336)
(142, 132)
(180, 88)
(512, 122)
(197, 187)
(466, 403)
(302, 373)
(154, 421)
(152, 326)
(107, 389)
(175, 306)
(236, 186)
(270, 196)
(220, 40)
(548, 403)
(467, 131)
(428, 122)
(574, 205)
(575, 353)
(191, 177)
(282, 317)
(425, 167)
(317, 52)
(366, 126)
(556, 218)
(576, 96)
(247, 284)
(507, 337)
(152, 137)
(501, 273)
(305, 214)
(213, 288)
(503, 127)
(149, 126)
(156, 217)
(415, 23)
(199, 316)
(373, 114)
(41, 92)
(345, 190)
(229, 204)
(391, 315)
(582, 63)
(139, 391)
(563, 105)
(388, 129)
(182, 86)
(572, 112)
(281, 71)
(24, 415)
(175, 11)
(434, 377)
(234, 230)
(559, 114)
(399, 240)
(424, 354)
(402, 132)
(141, 441)
(163, 61)
(460, 89)
(19, 366)
(506, 285)
(265, 282)
(513, 419)
(274, 313)
(264, 265)
(309, 428)
(158, 375)
(3, 101)
(329, 233)
(350, 373)
(169, 252)
(238, 93)
