(132, 277)
(221, 400)
(124, 182)
(58, 185)
(497, 119)
(550, 331)
(599, 27)
(19, 254)
(485, 388)
(486, 74)
(67, 240)
(445, 447)
(72, 141)
(96, 166)
(226, 177)
(550, 221)
(224, 242)
(140, 411)
(302, 365)
(111, 211)
(423, 11)
(663, 214)
(134, 53)
(125, 1)
(380, 322)
(653, 55)
(249, 124)
(566, 213)
(260, 289)
(442, 368)
(140, 263)
(90, 293)
(511, 133)
(29, 146)
(254, 202)
(404, 287)
(698, 68)
(92, 404)
(145, 285)
(404, 234)
(503, 308)
(122, 37)
(67, 375)
(510, 306)
(549, 36)
(301, 100)
(491, 203)
(186, 192)
(178, 387)
(544, 386)
(280, 387)
(115, 327)
(678, 132)
(97, 64)
(432, 22)
(216, 162)
(48, 255)
(229, 453)
(297, 177)
(462, 127)
(669, 251)
(556, 257)
(612, 128)
(558, 356)
(56, 238)
(331, 162)
(288, 49)
(451, 452)
