(405, 409)
(288, 261)
(359, 192)
(418, 430)
(369, 278)
(669, 345)
(172, 70)
(544, 65)
(228, 125)
(318, 400)
(396, 115)
(450, 234)
(527, 21)
(326, 253)
(601, 30)
(365, 65)
(586, 62)
(488, 107)
(194, 219)
(615, 147)
(425, 77)
(259, 248)
(437, 364)
(497, 3)
(454, 246)
(31, 292)
(494, 249)
(615, 168)
(255, 308)
(119, 131)
(428, 398)
(169, 410)
(347, 401)
(469, 13)
(401, 107)
(297, 22)
(167, 289)
(202, 366)
(449, 308)
(670, 364)
(607, 169)
(297, 387)
(412, 409)
(41, 4)
(501, 458)
(68, 380)
(180, 208)
(356, 371)
(331, 72)
(197, 328)
(110, 22)
(377, 277)
(661, 145)
(67, 432)
(59, 76)
(283, 4)
(463, 338)
(502, 121)
(141, 306)
(74, 46)
(440, 105)
(400, 235)
