(301, 108)
(343, 42)
(622, 58)
(62, 362)
(128, 10)
(56, 107)
(691, 199)
(570, 100)
(449, 104)
(572, 123)
(373, 270)
(72, 236)
(628, 266)
(630, 257)
(456, 360)
(173, 92)
(190, 98)
(667, 34)
(184, 317)
(300, 437)
(531, 144)
(304, 345)
(574, 202)
(99, 249)
(560, 165)
(470, 115)
(463, 120)
(50, 47)
(30, 256)
(510, 234)
(374, 44)
(251, 416)
(148, 60)
(196, 268)
(367, 388)
(682, 181)
(405, 242)
(199, 389)
(178, 439)
(174, 386)
(379, 195)
(87, 334)
(379, 170)
(408, 125)
(173, 334)
(659, 379)
(432, 356)
(511, 220)
(605, 184)
(269, 295)
(481, 440)
(685, 366)
(330, 93)
(413, 290)
(91, 199)
(74, 343)
(32, 174)
(330, 110)
(608, 47)
(110, 17)
(351, 163)
(1, 157)
(448, 9)
(490, 200)
(358, 356)
(651, 45)
(410, 167)
(457, 224)
(235, 149)
(660, 439)
(446, 90)
(501, 437)
(86, 384)
